name,subindustry,batch,Location1,Year,status,success
Avro Life Science,Healthcare -> Drug Discovery and Delivery,W18,"Waterloo, ON, Canada",18,Active,Ongoing
Simetrik,Consumer -> Apparel and Cosmetics,W18,"BogotÃ¡, Bogota, Colombia",18,Active,Ongoing
Key Values,B2B Software and Services -> Recruiting and Talent,W18,,18,Active,Ongoing
Slite,B2B Software and Services -> Productivity,W18,Remote,18,Active,Ongoing
Glowing.io,B2B Software and Services,W18,"Las Vegas, NV, USA",18,Active,Ongoing
Sixfold Bioscience,Healthcare -> Drug Discovery and Delivery,W18,"London, England, United Kingdom",18,Active,Ongoing
Worklytics,B2B Software and Services -> Analytics,W18,"Seattle, WA, USA",18,Active,Ongoing
Fondo,B2B Software and Services -> Finance and Accounting,W18,"San Francisco, CA, USA",18,Active,Ongoing
Observant,B2B Software and Services -> Operations,W18,Remote,18,Active,Ongoing
Copilot,B2B Software and Services -> Infrastructure,W18,"New York, NY, USA",18,Active,Ongoing
Ovipost,Industrials -> Agriculture,W18,"LaBelle, FL, USA",18,Active,Ongoing
Blueberry Medical,Healthcare -> Healthcare IT,W18,"Mountain View, CA, USA",18,Active,Ongoing
Beanstalk,Industrials -> Agriculture,W18,"Washington, DC, USA",18,Active,Ongoing
Spellbrush,Consumer -> Gaming,W18,"San Francisco, CA, USA",18,Active,Ongoing
Precious,Consumer -> Social,W18,Remote,18,Active,Ongoing
Sketchbox,Consumer -> Virtual and Augmented Reality,W18,Remote,18,Active,Ongoing
"Lucy Goods, Inc",Consumer -> Food and Beverage,W18,"Los Angeles, CA, USA",18,Active,Ongoing
Look After My Bills,Financial Technology -> Consumer Finance,W18,"England, United Kingdom",18,Acquired,Exited
Qulture.Rocks,B2B Software and Services -> Human Resources,W18,"San Francisco, CA, USA",18,Acquired,Exited
Swipehouse,Consumer -> Social,W18,"Cambridge, MA, USA",18,Acquired,Exited
Medumo,Healthcare -> Healthcare IT,W18,"Boston, MA, USA",18,Acquired,Exited
Zyper,B2B Software and Services -> Marketing,W18,"San Francisco, CA, USA",18,Acquired,Exited
Dataform,B2B Software and Services -> Analytics,W18,"London, England, United Kingdom",18,Acquired,Exited
Naborly,Real Estate and Construction -> Housing and Real Estate,W18,"Toronto, ON, Canada",18,Acquired,Exited
Hunter2,B2B Software and Services -> Security,W18,"Boston, MA, USA",18,Acquired,Exited
Lawyaw,B2B Software and Services -> Legal,W18,"San Francisco, CA, USA",18,Acquired,Exited
Edwin,Education,W18,Remote,18,Acquired,Exited
Flinto,Financial Technology -> Payments,W18,"Mexico City, CDMX, Mexico",18,Acquired,Exited
NewCraft,"B2B Software and Services -> Engineering, Product and Design",W18,Remote,18,Acquired,Exited
Squad,Consumer -> Social,W18,Remote,18,Acquired,Exited
CodeStream,"B2B Software and Services -> Engineering, Product and Design",W18,Remote,18,Acquired,Exited
onederful,Healthcare -> Healthcare IT,W18,Remote,18,Acquired,Exited
ClearBrain,B2B Software and Services -> Marketing,W18,"San Francisco, CA, USA",18,Acquired,Exited
Pulse,B2B Software and Services -> Productivity,W18,"San Francisco, CA, USA",18,Acquired,Exited
Mayhem,Consumer -> Gaming,W18,"San Francisco, CA, USA",18,Acquired,Exited
Lambda Tea,Consumer -> Food and Beverage,W18,,18,Inactive,Inactive
Hexel,"Consumer -> Travel, Leisure and Tourism",W18,"San Francisco, CA, USA",18,Inactive,Inactive
Point API,B2B Software and Services -> Productivity,W18,"Cambridge, MA, USA",18,Inactive,Inactive
Secured,Consumer -> Apparel and Cosmetics,W18,Remote,18,Inactive,Inactive
Iambiq Technologies,"B2B Software and Services -> Engineering, Product and Design",W18,"Washington, DC, USA",18,Inactive,Inactive
Voicery,"B2B Software and Services -> Engineering, Product and Design",W18,Remote,18,Inactive,Inactive
Hopper,Industrials -> Energy,W18,"Montreal, QC, Canada",18,Inactive,Inactive
Atrium,B2B Software and Services -> Legal,W18,"San Francisco, CA, USA",18,Inactive,Inactive
Pagedraw,"B2B Software and Services -> Engineering, Product and Design",W18,"San Francisco, CA, USA",18,Inactive,Inactive
Shone,Industrials -> Manufacturing and Robotics,W18,"San Francisco, CA, USA",18,Inactive,Inactive
Vathys,Industrials -> Manufacturing and Robotics,W18,Remote,18,Inactive,Inactive
Station,B2B Software and Services -> Productivity,W18,Remote,18,Inactive,Inactive
Nutrigene,Consumer -> Food and Beverage,W18,"San Francisco, CA, USA",18,Inactive,Inactive
Storyline,"B2B Software and Services -> Engineering, Product and Design",W18,"London, England, United Kingdom",18,Inactive,Inactive
miru,"B2B Software and Services -> Engineering, Product and Design",W18,"San Francisco, CA, USA",18,Inactive,Inactive
Wing It,"Consumer -> Travel, Leisure and Tourism",W18,"San Francisco, CA, USA",18,Inactive,Inactive
Haiku,"B2B Software and Services -> Engineering, Product and Design",W18,Remote,18,Inactive,Inactive
Meson,Consumer,W18,Remote,18,Inactive,Inactive
Aalo,Consumer -> Home and Personal,W18,"Toronto, ON, Canada",18,Inactive,Inactive
Openland,Consumer -> Social,W18,Remote,18,Inactive,Inactive
Curious Fictions,Consumer -> Content,W18,"San Francisco, CA, USA",18,Inactive,Inactive
OurMenu,B2B Software and Services -> Retail,W18,,18,Inactive,Inactive
Skip,Consumer -> Transportation Services,W18,"San Francisco, CA, USA",18,Inactive,Inactive
Closer Sports,Healthcare -> Healthcare IT,W18,,18,Inactive,Inactive
Tipe,B2B Software and Services -> Infrastructure,W18,Remote,18,Inactive,Inactive
Necto,Consumer -> Home and Personal,W18,"San Francisco, CA, USA",18,Inactive,Inactive
Rhythmm,Consumer -> Social,W18,"Mountain View, CA, USA",18,Inactive,Inactive
California Dreamin,Consumer -> Food and Beverage,W18,Remote,18,Inactive,Inactive
Pando Bioscience,Healthcare -> Healthcare Services,W23,"Boston, MA, USA",23,Active,Ongoing
Apollo Group,Consumer,W23,"Lahore, Punjab, Pakistan",23,Active,Ongoing
moonrepo,B2B Software and Services -> Productivity,W23,Remote,23,Active,Ongoing
Porter,B2B Software and Services -> Finance and Accounting,W23,"San Francisco, CA, USA",23,Active,Ongoing
BerriAI,B2B Software and Services,W23,"San Francisco, CA, USA",23,Active,Ongoing
Upfront,B2B Software and Services -> Retail,W23,"San Francisco, CA, USA",23,Active,Ongoing
Second,B2B Software and Services,W23,"San Francisco, CA, USA",23,Active,Ongoing
Atri Labs,"B2B Software and Services -> Engineering, Product and Design",W23,Remote,23,Active,Ongoing
Type,B2B Software and Services -> Productivity,W23,"New York, NY, USA",23,Active,Ongoing
Meru,"B2B Software and Services -> Engineering, Product and Design",W23,"San Francisco, CA, USA",23,Active,Ongoing
Escape,B2B Software and Services -> Security,W23,"San Francisco, CA, USA",23,Active,Ongoing
Keeling Labs,Industrials -> Energy,W23,"Los Angeles, CA, USA",23,Active,Ongoing
Modulari-T,Healthcare -> Therapeutics,W23,,23,Active,Ongoing
Metal,B2B Software and Services,W23,"New York, NY, USA",23,Active,Ongoing
Vector,B2B Software and Services -> Sales,W23,Remote,23,Active,Ongoing
Pier,B2B Software and Services,W23,"San Francisco, CA, USA",23,Active,Ongoing
Finni Health,Healthcare -> Consumer Health and Wellness,W23,"San Francisco, CA, USA",23,Active,Ongoing
Adventris Pharmaceuticals,Healthcare -> Drug Discovery and Delivery,W23,"San Francisco, CA, USA",23,Active,Ongoing
highlight.io,"B2B Software and Services -> Engineering, Product and Design",W23,Remote,23,Active,Ongoing
Luca,B2B Software and Services -> Retail,W23,"San Francisco, CA, USA",23,Active,Ongoing
Drift Bio,B2B Software and Services -> Analytics,W23,Remote,23,Active,Ongoing
BidSight,Real Estate and Construction,W23,"New York, NY, USA",23,Active,Ongoing
Fabius,B2B Software and Services -> Sales,W23,"San Francisco, CA, USA",23,Active,Ongoing
Vellum,"B2B Software and Services -> Engineering, Product and Design",W23,Remote,23,Active,Ongoing
Babylon AI,B2B Software and Services -> Infrastructure,W23,"San Francisco, CA, USA",23,Active,Ongoing
Persist AI,Healthcare -> Drug Discovery and Delivery,W23,"Woodland, CA, USA",23,Active,Ongoing
Berry,B2B Software and Services -> Productivity,W23,Remote,23,Active,Ongoing
Conduit,B2B Software and Services -> Supply Chain and Logistics,W23,"San Francisco, CA, USA",23,Active,Ongoing
Fern,"B2B Software and Services -> Engineering, Product and Design",W23,"San Francisco, CA, USA",23,Active,Ongoing
Unstatiq,Consumer -> Gaming,W23,Remote,23,Active,Ongoing
Resend,"B2B Software and Services -> Engineering, Product and Design",W23,Remote,23,Active,Ongoing
Map3,Financial Technology -> Payments,W23,Remote,23,Active,Ongoing
Common Paper,B2B Software and Services -> Sales,W23,Remote,23,Active,Ongoing
Baseplate,Unspecified,W23,"San Francisco, CA, USA",23,Active,Ongoing
Littio,Financial Technology -> Consumer Finance,W23,Remote,23,Active,Ongoing
Thread,B2B Software and Services,W23,"San Francisco, CA, USA",23,Active,Ongoing
Waza,Financial Technology -> Payments,W23,"Lagos, LA, Nigeria",23,Active,Ongoing
Rivet,B2B Software and Services -> Infrastructure,W23,Remote,23,Active,Ongoing
Sorted,B2B Software and Services -> Operations,W23,Remote,23,Active,Ongoing
DAGWorks Inc.,B2B Software and Services,W23,Remote,23,Active,Ongoing
Invopop,B2B Software and Services -> Finance and Accounting,W23,"San Francisco, CA, USA",23,Active,Ongoing
Turntable,B2B Software and Services -> Analytics,W23,"New York, NY, USA",23,Active,Ongoing
Stralis Aircraft,Industrials -> Aviation and Space,W23,"Brisbane, QLD, Australia",23,Active,Ongoing
Paladin,"B2B Software and Services -> Engineering, Product and Design",W23,"San Francisco, CA, USA",23,Active,Ongoing
Play.ht,B2B Software and Services,W23,Remote,23,Active,Ongoing
Holacasa,Real Estate and Construction -> Housing and Real Estate,W23,Remote,23,Active,Ongoing
Backprop,"B2B Software and Services -> Engineering, Product and Design",W23,"New York, NY, USA",23,Active,Ongoing
Clad,Real Estate and Construction -> Construction,W23,"New York, NY, USA",23,Active,Ongoing
Pylon,B2B Software and Services -> Operations,W23,"San Francisco, CA, USA",23,Active,Ongoing
Peeba,B2B Software and Services,W23,"Ho Chi Minh City, Ho Chi Minh City, Vietnam",23,Active,Ongoing
Diffuse Bio,Healthcare -> Drug Discovery and Delivery,W23,Remote,23,Active,Ongoing
inBuild,B2B Software and Services,W23,Remote,23,Active,Ongoing
Sanvivo,Healthcare -> Healthcare IT,W23,"Munich, BY, Germany",23,Active,Ongoing
clearspace,Consumer,W23,"San Francisco, CA, USA",23,Active,Ongoing
Quazel,Education,W23,"ZÃ¼rich, ZH, Switzerland",23,Active,Ongoing
Milio,Financial Technology,W23,"Mexico City, CDMX, Mexico",23,Active,Ongoing
Mantys,B2B Software and Services -> Analytics,W23,Remote,23,Active,Ongoing
Proglix,Industrials,W23,"Tangerang, Banten, Indonesia",23,Active,Ongoing
MagnaPlay,Consumer -> Gaming,W23,Remote,23,Active,Ongoing
Shekel Mobility,Financial Technology,W23,"San Francisco, CA, USA",23,Active,Ongoing
Sirdab,B2B Software and Services -> Supply Chain and Logistics,W23,"Riyadh, Riyadh Province, Saudi Arabia",23,Active,Ongoing
Merse,"B2B Software and Services -> Engineering, Product and Design",W23,Remote,23,Active,Ongoing
Defer,"B2B Software and Services -> Engineering, Product and Design",W23,"Paris, ÃŽle-de-France, France",23,Active,Ongoing
Arroyo,B2B Software and Services -> Infrastructure,W23,"Berkeley, CA, USA",23,Active,Ongoing
Vendah,Consumer,W23,"SÃ£o Paulo, SP, Brazil",23,Active,Ongoing
Alaan,Financial Technology -> Payments,W23,"Dubai, Dubai, United Arab Emirates",23,Active,Ongoing
Tailorr,B2B Software and Services -> Infrastructure,W23,"Haifa, Haifa District, Israel",23,Active,Ongoing
UpTrain,B2B Software and Services,W23,"San Francisco, CA, USA",23,Active,Ongoing
keyval,B2B Software and Services -> Infrastructure,W23,"Tel Aviv-Yafo, Tel Aviv District, Israel",23,Active,Ongoing
Milestones,B2B Software and Services -> Legal,W23,"Provo, UT, USA",23,Active,Ongoing
Radical,Industrials -> Aviation and Space,W23,"Seattle, WA, USA",23,Active,Ongoing
Vitalize Care,Healthcare,W23,"San Francisco, CA, USA",23,Active,Ongoing
Noya Software,"B2B Software and Services -> Engineering, Product and Design",W23,Remote,23,Active,Ongoing
Infinia,Financial Technology -> Payments,W23,"Montevideo, Montevideo Department, Uruguay",23,Active,Ongoing
Koywe,Financial Technology,W23,Remote,23,Active,Ongoing
Honeydew,B2B Software and Services -> Analytics,W23,"Tel Aviv-Yafo, Tel Aviv District, Israel",23,Active,Ongoing
Sherloq,B2B Software and Services -> Analytics,W23,"San Francisco, CA, USA",23,Active,Ongoing
SPRX Technologies,B2B Software and Services -> Finance and Accounting,W23,Remote,23,Active,Ongoing
Fluid Markets,Financial Technology -> Banking and Exchange,W23,"New York, NY, USA",23,Active,Ongoing
Quantbase,Financial Technology -> Asset Management,W23,"San Francisco, CA, USA",23,Active,Ongoing
Woeden,"B2B Software and Services -> Engineering, Product and Design",W23,"Denver, CO, USA",23,Active,Ongoing
Defog.ai,B2B Software and Services -> Analytics,W23,"San Francisco, CA, USA",23,Active,Ongoing
Blocktool,B2B Software and Services -> Finance and Accounting,W23,"San Francisco, CA, USA",23,Active,Ongoing
222,Consumer,W23,"Los Angeles, CA, USA",23,Active,Ongoing
OutSail Shipping,Industrials,W23,"Mountain View, CA, USA",23,Active,Ongoing
Ariglad,B2B Software and Services -> Productivity,W23,Remote,23,Active,Ongoing
Homeflow,Real Estate and Construction -> Housing and Real Estate,W23,"San Francisco, CA, USA",23,Active,Ongoing
Helicone,B2B Software and Services -> Analytics,W23,"San Francisco, CA, USA",23,Active,Ongoing
IcePanel,"B2B Software and Services -> Engineering, Product and Design",W23,"Vancouver, BC, Canada",23,Active,Ongoing
SAPI ð‚‚,B2B Software and Services -> Security,W23,"Tel Aviv-Yafo, Tel Aviv District, Israel",23,Active,Ongoing
1stCollab,B2B Software and Services -> Marketing,W23,"San Francisco, CA, USA",23,Active,Ongoing
GoodCourse,Education,W23,"London, England, United Kingdom",23,Active,Ongoing
Truewind,B2B Software and Services -> Finance and Accounting,W23,"San Francisco, CA, USA",23,Active,Ongoing
Booth AI,B2B Software and Services -> Retail,W23,Remote,23,Active,Ongoing
Wild Moose,"B2B Software and Services -> Engineering, Product and Design",W23,"San Francisco, CA, USA",23,Active,Ongoing
EzDubs,B2B Software and Services,W23,"San Francisco, CA, USA",23,Active,Ongoing
GradientJ,"B2B Software and Services -> Engineering, Product and Design",W23,"San Francisco, CA, USA",23,Active,Ongoing
Ruuf,Consumer,W23,"Santiago, Santiago Metropolitan Region, Chile",23,Active,Ongoing
Tailfin,B2B Software and Services -> Analytics,W23,Remote,23,Active,Ongoing
Propify,B2B Software and Services,W23,Remote,23,Active,Ongoing
Iliad,B2B Software and Services,W23,"San Francisco, CA, USA",23,Active,Ongoing
Finto,B2B Software and Services,W23,"San Francisco, CA, USA",23,Active,Ongoing
Wisp Finance,Financial Technology -> Payments,W23,Remote,23,Active,Ongoing
Outerbase,"B2B Software and Services -> Engineering, Product and Design",W23,Remote,23,Active,Ongoing
Anarchy,"B2B Software and Services -> Engineering, Product and Design",W23,"San Francisco, CA, USA",23,Active,Ongoing
Kivo Health,Healthcare -> Healthcare Services,W23,Remote,23,Active,Ongoing
Suger,B2B Software and Services -> Sales,W23,"San Francisco, CA, USA",23,Active,Ongoing
Frigade,"B2B Software and Services -> Engineering, Product and Design",W23,"San Francisco, CA, USA",23,Active,Ongoing
0pass,B2B Software and Services -> Security,W23,"San Francisco, CA, USA",23,Active,Ongoing
PoloPay,Consumer -> Food and Beverage,W23,"San Francisco, CA, USA",23,Active,Ongoing
Cloudchipr,B2B Software and Services,W23,Remote,23,Active,Ongoing
Magik Labs,Financial Technology -> Payments,W23,Remote,23,Active,Ongoing
Bujeti,B2B Software and Services -> Finance and Accounting,W23,Remote,23,Active,Ongoing
Buildt,B2B Software and Services,W23,"San Francisco, CA, USA",23,Active,Ongoing
Pirros,Real Estate and Construction -> Construction,W23,"San Francisco, CA, USA",23,Active,Ongoing
Trigo,Financial Technology -> Credit and Lending,W23,"New York, NY, USA",23,Active,Ongoing
Neptyne,B2B Software and Services,W23,"New York, NY, USA",23,Active,Ongoing
Scanbase,Healthcare -> Diagnostics,W23,"San Francisco, CA, USA",23,Active,Ongoing
TorMagnus Pharmaceuticals,Healthcare -> Drug Discovery and Delivery,W23,Remote,23,Active,Ongoing
CreatorML,B2B Software and Services -> Analytics,W23,Remote,23,Active,Ongoing
PoplarML,"B2B Software and Services -> Engineering, Product and Design",W23,"San Francisco, CA, USA",23,Active,Ongoing
LaunchFlow,B2B Software and Services -> Infrastructure,W23,Remote,23,Active,Ongoing
Gluetrail,B2B Software and Services -> Operations,W23,Remote,23,Active,Ongoing
OpenSight,B2B Software and Services -> Operations,W23,Remote,23,Active,Ongoing
OfOne,B2B Software and Services,W23,"Oakland, CA, USA",23,Active,Ongoing
Cakework,B2B Software and Services -> Infrastructure,W23,"Seattle, WA, USA",23,Active,Ongoing
EdgeBit,B2B Software and Services -> Security,W23,Remote,23,Active,Ongoing
ZeroDev,B2B Software and Services -> Infrastructure,W23,"New York, NY, USA",23,Active,Ongoing
Pledge Health,Healthcare -> Healthcare IT,W23,"New York, NY, USA",23,Active,Ongoing
Glass Health,Healthcare -> Healthcare IT,W23,"San Francisco, CA, USA",23,Active,Ongoing
Numeral,B2B Software and Services -> Finance and Accounting,W23,"San Francisco, CA, USA",23,Active,Ongoing
Rubber Ducky Labs,"B2B Software and Services -> Engineering, Product and Design",W23,Remote,23,Active,Ongoing
Nango,"B2B Software and Services -> Engineering, Product and Design",W23,Remote,23,Active,Ongoing
Parabolic,B2B Software and Services,W23,"San Francisco, CA, USA",23,Active,Ongoing
CodeComplete,"B2B Software and Services -> Engineering, Product and Design",W23,"San Francisco, CA, USA",23,Active,Ongoing
Chataverse,Consumer -> Social,W23,"Palo Alto, CA, USA",23,Active,Ongoing
Trackstar,B2B Software and Services,W23,"New York, NY, USA",23,Active,Ongoing
FlexDesk,B2B Software and Services -> Office Management,W23,Remote,23,Active,Ongoing
pyq,B2B Software and Services -> Infrastructure,W23,"San Francisco, CA, USA",23,Active,Ongoing
Viddy,B2B Software and Services,W23,"New York, NY, USA",23,Active,Ongoing
Lume,B2B Software and Services,W23,,23,Active,Ongoing
Pigeon,B2B Software and Services,W23,"New York, NY, USA",23,Active,Ongoing
Depot,"B2B Software and Services -> Engineering, Product and Design",W23,Remote,23,Active,Ongoing
